sal_7_lc2vs0_iate,lmp_cw
-33253.51166626959,4.0
-32377.251823537696,2.0
-27813.26740709714,1.0
-22468.175202161055,1.0
-21669.97981333943,1.0
-18570.484570661793,4.0
-17716.547959865813,1.0
-31060.443721531577,3.0
-26666.959856248657,1.0
-18594.048260465745,4.0
-36450.07891979673,3.0
-35582.96692004384,4.0
-32234.01422443743,4.0
-29579.237811696454,3.0
-25875.163250614398,2.0
-30206.238384943077,4.0
-26672.88500778748,3.0
-22487.144786505436,2.0
-36086.93675149597,4.0
-17851.492007493256,3.0
-16674.662953389627,4.0
-31831.77268402717,4.0
-24315.727819737127,3.0
-26122.59563367352,2.0
-21972.357411644476,2.0
-25827.541898636966,3.0
-19341.74586744696,4.0
-27998.502097761815,3.0
-23945.446870388318,1.0
-38918.447515421794,3.0
-28725.780503152408,3.0
-35231.08039788735,1.0
-18714.799160641534,3.0
-23589.19945586585,1.0
-26846.719244336102,2.0
-33929.633604563176,4.0
-37960.17700684813,2.0
-24689.189943565998,3.0
-22472.7176115165,4.0
-18517.447831585814,2.0
-33520.58326123476,3.0
-39806.77538724188,4.0
-22353.53843757757,1.0
-22158.690831010572,3.0
-29584.55218182592,4.0
-39063.83909785835,4.0
-35439.68523245733,4.0
-27351.032780067326,4.0
-19615.46718254123,3.0
-27358.507494983518,2.0
-20030.89461749265,3.0
-16034.10788945816,2.0
-27060.15362053965,3.0
-33636.39332063638,3.0
-31464.215367253506,1.0
-25805.54711436808,4.0
-35688.332816031354,4.0
-16449.67144017542,1.0
-41340.26750641409,2.0
-37534.51643878337,4.0
-39061.10615306524,1.0
-31768.81431176426,1.0
-26384.865831551255,4.0
-17245.590032262997,2.0
-23342.276221499393,4.0
-22541.980452396838,1.0
-29964.324328467785,1.0
-19174.80758001285,1.0
-34085.300865824465,4.0
-26796.220817668072,3.0
-17715.594993607134,4.0
-35349.46993473236,1.0
-32019.298625633695,4.0
-21470.309482101293,1.0
-22255.922618132925,4.0
-14258.950498515176,4.0
-24601.465160109852,2.0
-19543.815455706837,4.0
-31229.826296532272,2.0
-37037.55373737779,3.0
-33056.687430735146,2.0
-23810.69105444682,4.0
-16020.143353267187,4.0
-25994.31309535484,3.0
-30979.548024857802,4.0
-29858.10142763806,2.0
-23864.724120963936,4.0
-34977.2265946245,3.0
-28127.243409800325,2.0
-38458.81022024299,4.0
-26086.00522036598,1.0
-16933.584153788153,3.0
-21751.214534720173,4.0
-23416.041687985737,1.0
-38705.74350990009,4.0
-19880.649920465283,4.0
-18211.26667699797,4.0
-26719.36203617422,2.0
-21732.25218532958,1.0
-30265.947897368133,3.0
-19654.746675973834,2.0
-25771.97401823208,3.0
-24856.036177272596,3.0
-22203.83991967448,4.0
-33223.43329182685,3.0
-31673.44740708755,1.0
-29174.98979323158,1.0
-21750.21923886985,3.0
-32915.01797131067,3.0
-30323.451453397312,3.0
-30634.29744845094,3.0
-16995.45209718398,3.0
-33537.671494688526,3.0
-21700.22146265833,4.0
-34585.32285194192,1.0
-29456.324896088823,2.0
-44531.933782456195,3.0
-28552.44157993971,1.0
-24631.857615258778,3.0
-22845.86385117903,4.0
-17817.345678988102,4.0
-22030.04614154851,3.0
-18497.25344272124,3.0
-21089.69875515514,3.0
-22312.233183692828,2.0
-21841.459621736496,3.0
-39508.85244289324,1.0
-23083.82863542852,4.0
-21742.54158326307,2.0
-27863.074502130774,3.0
-17221.046999353177,2.0
-34607.320984860846,4.0
-28841.331082482535,2.0
-25637.480618148165,4.0
-19168.86576681306,4.0
-29200.76793548576,4.0
-18916.289441592686,3.0
-36787.51934541271,3.0
-16646.216397412227,4.0
-32689.01179960995,1.0
-15999.210662219142,1.0
-27750.91275625091,2.0
-25981.878123408347,3.0
-26728.80036659502,4.0
-30154.364169578028,3.0
-35116.96639144739,4.0
-34737.936904525544,4.0
-35510.7994496623,4.0
-23580.87977095394,3.0
-29468.892015499554,3.0
-17668.1228167075,2.0
-22619.985597535055,3.0
-24549.027119936487,4.0
-31935.237195757247,1.0
-27786.31306748544,4.0
-37145.05148173139,4.0
-37237.491844167394,4.0
-25499.916566161493,3.0
-30556.43604681929,3.0
-28464.073876083297,3.0
-29516.56008441626,2.0
-22822.695488244375,2.0
-18569.621915899632,3.0
-18829.08343783649,3.0
-21830.06503370396,3.0
-29930.92589572414,1.0
-16936.316722404263,4.0
-34502.447930496586,1.0
-30022.802690656255,3.0
-18036.520178699287,3.0
-33605.743821166005,4.0
-32115.957431100684,3.0
-16996.183692510287,4.0
-25459.866023733488,1.0
-29896.185791076052,4.0
-16899.273308131305,1.0
-33043.793388847196,3.0
-35528.718388502355,1.0
-24803.521031462908,4.0
-20217.895979802674,3.0
-13120.928548929991,3.0
-19087.74189545209,3.0
-23199.757610382505,4.0
-37064.952127071774,3.0
-35253.43987452451,3.0
-17073.12254998118,1.0
-40511.53201090817,4.0
-30093.830047644653,2.0
-38445.759005085405,1.0
-29315.989324253183,4.0
-19544.036002583787,2.0
-15756.60212830366,2.0
-26606.761716108584,1.0
-28558.211327935394,3.0
-28207.93617057978,1.0
-28070.07173630986,3.0
-22465.97934476871,2.0
-41780.23126364168,3.0
-22685.48017147062,3.0
-39957.96850655146,1.0
-16294.158961582478,3.0
-36930.47184791532,4.0
-33199.3659573583,3.0
-22444.267682281905,3.0
-18254.243991757747,2.0
-37968.89954535086,2.0
-29269.426863460656,1.0
-27905.583280084484,3.0
-22032.7735189278,1.0
-27365.82269156706,2.0
-24924.959612825485,4.0
-37816.38480096188,4.0
-17392.929356518765,4.0
-37608.26426924073,4.0
-16504.336134203062,4.0
-23013.926023274038,4.0
-27311.40154888584,1.0
-19365.3813593521,1.0
-39121.29000106323,3.0
-28590.488923937275,4.0
-39000.22745709141,4.0
-30449.93751281427,1.0
-29485.977031178754,3.0
-19470.94989504882,2.0
-37007.33345931175,4.0
-33923.98729885814,4.0
-34900.50486087351,4.0
-20361.783180048897,2.0
-34918.93927572771,3.0
-35907.53039309668,4.0
-40731.26411956676,1.0
-33650.134955296475,1.0
-17441.6380780167,1.0
-20343.05116912035,1.0
-24376.960693972705,4.0
-28162.645768798102,1.0
-21496.294268895454,2.0
-21722.890221814894,1.0
-15845.654573516616,2.0
-25588.511157063745,2.0
-28202.508965000663,3.0
-37101.31957979842,1.0
-30939.232215378288,2.0
-33215.56069657327,4.0
-23407.549708230654,3.0
-21931.610816104534,1.0
-30590.64972509558,1.0
-33354.40894279873,1.0
-29789.53344299644,3.0
-41507.86363004116,4.0
-40207.43467080178,3.0
-19771.171968250146,4.0
-18627.805245707677,3.0
-34597.37054636009,3.0
-25422.65265098797,1.0
-22384.628897697043,1.0
-31224.753622358225,1.0
-17115.346590409183,4.0
-24920.302488586538,3.0
-28128.289872897312,3.0
-36222.37540792768,3.0
-17961.404002110954,3.0
-25551.887641500813,1.0
-26389.927956781627,4.0
-18912.947852101817,3.0
-23775.468983407125,2.0
-20774.297659546162,1.0
-27949.54000747907,1.0
-40017.405200541594,3.0
-20628.670580450125,3.0
-30780.620431339943,4.0
-37074.53223495637,3.0
-22649.218732110105,4.0
-18503.340973533486,4.0
-37361.8450021161,3.0
-18573.712366098447,3.0
-22410.212172374464,3.0
-22597.84306642217,1.0
-21811.57750388022,1.0
-38445.121751128725,3.0
-30135.324213597247,1.0
-39646.59119014406,1.0
-33349.8805254044,4.0
-30237.24924283757,3.0
-33424.09199160279,4.0
-26174.624524595758,2.0
-17618.249673263483,4.0
-36020.77022511601,2.0
-38573.81013444143,3.0
-28177.33031718753,4.0
-19475.41948974594,4.0
-17717.845327329327,2.0
-27261.753924693952,3.0
-32899.84698000156,1.0
-40141.80218367732,1.0
-16300.195043060041,4.0
-24489.383982491792,4.0
-28092.57690785786,3.0
-31451.451872539386,4.0
-24681.856215585616,3.0
-16793.18271004497,2.0
-33121.114293187806,3.0
-19166.35571983127,2.0
-25209.05403856347,4.0
-40272.52569025709,4.0
-23559.53295014079,3.0
-30242.030136137368,4.0
-32505.306378292513,1.0
-33518.05783453318,3.0
-21799.218430323926,4.0
-25349.942033083375,3.0
-23438.56018752188,3.0
-34485.48791039553,4.0
-28191.738867447497,1.0
-29801.12453841407,4.0
-28962.86902775936,3.0
-34686.2556973426,4.0
-29464.849534636574,3.0
-25221.56636959575,1.0
-34543.70455117502,4.0
-24895.50371787449,1.0
-35449.71839722891,3.0
-36218.8511051312,1.0
-34052.75323649971,4.0
-32825.51107604896,2.0
-38609.409596305515,1.0
-17478.078107103145,3.0
-31181.443841811655,3.0
-20914.414852103087,2.0
-27496.98387938223,3.0
-16566.61203808866,4.0
-27227.702223146833,1.0
-19758.555560310033,3.0
-20207.484393637424,1.0
-26585.357076364762,4.0
-31296.3992095219,3.0
-21934.526568828678,1.0
-27838.954679961545,3.0
-24312.72298306798,4.0
-19616.096391026593,3.0
-30106.913032918175,1.0
-18273.753541006477,3.0
-17356.118667686,1.0
-17080.06321052433,4.0
-27749.726494953553,3.0
-18742.042419995356,2.0
-31145.06596048367,4.0
-29813.226358540007,1.0
-37173.04472460153,3.0
-31402.1868924276,3.0
-25243.75895639651,2.0
-25311.66274156616,3.0
-25526.60498159737,4.0
-29245.561252324544,4.0
-20539.321935477903,2.0
-17098.755997314554,3.0
-32616.0733111475,3.0
-38572.64619590001,4.0
-16642.396593940764,3.0
-37601.322408599095,4.0
-34766.56351435272,4.0
-16493.99021644255,4.0
-18052.525769841428,3.0
-31269.894235332067,4.0
-28691.21629529453,1.0
-31814.941430401264,4.0
-21354.502564872884,4.0
-39581.82686715023,2.0
-24833.74542794977,3.0
-39826.01845025741,1.0
-26374.387970086682,3.0
-23578.000717706527,3.0
-28428.163327714385,4.0
-31551.25368087036,3.0
-20707.786327542475,4.0
-20178.44760585622,1.0
-28440.027475183768,3.0
-30821.74628854997,4.0
-36944.32367136222,4.0
-18091.89406483915,4.0
-20821.6710064709,1.0
-37967.46693026877,2.0
-26489.18086942347,3.0
-31798.46565039054,4.0
-19613.13125432864,4.0
-36226.387051105965,4.0
-20754.92366522938,2.0
-30419.28708546313,2.0
-27682.91323698707,1.0
-17895.19327258076,1.0
-24037.77798415498,4.0
-30769.800498938366,4.0
-20419.244617889548,3.0
-33365.153753990846,1.0
-22803.291857743567,3.0
-33830.75923197092,4.0
-19019.084742967243,1.0
-19908.817707171285,4.0
-41822.55327491978,3.0
-30184.670187929787,4.0
-20626.800062708033,2.0
-28827.475667175626,2.0
-24706.31146229171,1.0
-28708.9819418626,3.0
-43790.362809062426,4.0
-23760.725614624513,2.0
-33419.48944936943,4.0
-24219.6988236365,3.0
-35785.320666803455,3.0
-24870.759693608987,3.0
-16168.235488942064,4.0
-23404.032391114488,4.0
-35275.79879974044,4.0
-23906.999175114845,2.0
-21292.590758772443,1.0
-41886.51808283621,3.0
-20400.22350984212,2.0
-28225.504790813535,4.0
-30943.08713632361,1.0
-18998.565460021833,1.0
-15604.16274806283,3.0
-30412.866518069743,3.0
-24372.664940951683,3.0
-22531.201955682405,4.0
-31812.20027711241,1.0
-35095.13040351732,3.0
-36558.7380550699,4.0
-41098.90260962199,3.0
-28862.391338095993,4.0
-26305.71936456694,1.0
-35473.341924540146,4.0
-16862.37048154088,4.0
-27564.23667052696,3.0
-18415.626479216768,2.0
-29746.04038293399,4.0
-36666.72676143424,1.0
-38323.42106135725,1.0
-30044.991071770877,4.0
-29121.82728306864,1.0
-25686.840653375948,1.0
-21093.195852032713,3.0
-23121.907789807046,1.0
-23631.928534032522,3.0
-30332.586504694722,4.0
-20319.27882088594,3.0
-21465.704975765893,4.0
-16700.58305691937,2.0
-27991.40336312273,4.0
-35576.51431423852,4.0
-36216.734488638016,4.0
-29059.027029784447,2.0
-35649.71232590133,1.0
-16029.497773139621,4.0
-16785.008945862275,3.0
-30830.49022054486,3.0
-20089.299668983174,1.0
-31793.07493585675,2.0
-32963.30320498059,1.0
-33702.64323170933,4.0
-23129.254704544088,3.0
-24265.63636023708,2.0
-35446.67270128566,4.0
-22914.969308827356,3.0
-34165.951853629944,2.0
-19904.634270765928,2.0
-26757.55815446524,4.0
-19995.326637271988,1.0
-22313.38516479995,1.0
-26590.120408934465,3.0
-34522.534363446466,3.0
-18940.919743456103,3.0
-24338.19031853159,4.0
-35547.79667625328,3.0
-33149.22280644031,4.0
-27235.78723030473,1.0
-42650.74873616677,4.0
-22035.8662357516,2.0
-32834.25224074391,3.0
-31137.13307884054,3.0
-28216.557143076985,4.0
-30219.343815945795,4.0
-23870.602293606105,4.0
-17422.98439188793,3.0
-25197.043149238314,3.0
-31742.49440353685,4.0
-39619.988703072726,4.0
-29958.650864758652,4.0
-20521.861595287468,1.0
-22989.504410697828,2.0
-22974.033296349884,4.0
-24134.24361243983,2.0
-13889.906614447784,3.0
-32881.02084309873,3.0
-37122.15220548622,1.0
-17612.16467876973,4.0
-20743.37072735202,3.0
-28263.17567683018,2.0
-35463.951230444785,2.0
-18800.379296955995,1.0
-19032.495627708187,4.0
-29607.99775301455,4.0
-25208.684357176528,4.0
-18126.012340020752,4.0
-36147.41669659116,3.0
-21182.802586289563,3.0
-18592.36420252129,4.0
-23576.544772815338,4.0
-35682.63648977947,4.0
-27786.99229689414,1.0
-28135.5500632084,2.0
-20348.284347241908,4.0
-31634.75501677078,3.0
-24549.75471170095,1.0
-38456.859172423014,1.0
-17720.044803785746,4.0
-39385.28290798033,3.0
-31348.859356218454,4.0
-17203.67300384082,4.0
-34998.20668209523,3.0
-20328.178551247882,1.0
-28447.53094776921,4.0
-34229.60322930046,2.0
-24036.411706367384,4.0
-29056.553181721923,1.0
-18396.968253371844,4.0
-39809.441441285424,3.0
-29590.174887268815,4.0
-27257.596874208386,1.0
-19992.56008714956,3.0
-26842.942886420456,3.0
-29913.756874274757,1.0
-36985.87029411949,1.0
-27219.337154119865,1.0
-28317.966460432734,4.0
-32952.93349501726,4.0
-31719.152094550423,4.0
-34577.26503486509,2.0
-18652.995043690014,3.0
-35728.508416395765,4.0
-18129.47118321037,3.0
-26101.719292918948,3.0
-25120.311661846703,2.0
-27521.287235176802,1.0
-32167.109250674468,2.0
-42114.68522663892,3.0
-32667.594216457277,1.0
-21859.264398107374,1.0
-36860.20266206797,1.0
-27965.39450925272,3.0
-39595.786068152855,3.0
-41531.43392286175,4.0
-19347.418582290335,1.0
-28710.534708478062,1.0
-26887.037377530847,3.0
-20464.747398864434,1.0
-27283.11772645025,2.0
-16006.07799784187,2.0
-31057.048013100248,2.0
-27110.055627364174,4.0
-31470.668058327254,2.0
-38126.86249813063,1.0
-30672.48497422694,4.0
-30822.29055020975,4.0
-24420.82360872229,4.0
-37658.34603714896,4.0
-23991.569212921615,3.0
-29185.155985065834,1.0
-34888.34448417154,4.0
-35057.218606676666,1.0
-33104.0252085823,4.0
-29903.962102337937,2.0
-25239.158490395712,3.0
-38076.357198505386,4.0
-25380.581180170655,2.0
-37663.257925915816,4.0
-33025.5879934665,4.0
-19143.596473341688,4.0
-36996.52987967879,3.0
-31791.84174633771,4.0
-18482.75438486743,2.0
-29788.452577881653,1.0
-17461.807320103602,3.0
-25196.568822194677,3.0
-29558.517104442457,4.0
-15421.041004450011,2.0
-23039.267030529674,1.0
-30150.635902439913,2.0
-39104.369889558206,3.0
-36146.123744950644,1.0
-22440.66487461418,3.0
-36150.48469009871,1.0
-31554.40542694297,2.0
-19230.44871886574,2.0
-23119.234961170987,4.0
-35267.343356284866,4.0
-32859.777993428674,3.0
-32746.102974907368,2.0
-16159.124130897064,4.0
-27044.014392529265,1.0
-28909.7917978106,1.0
-39717.586926190765,3.0
-31986.932569484172,2.0
-20008.219738177486,1.0
-31121.607102040853,3.0
-40008.06976743479,1.0
-33863.94538597668,4.0
-24793.21321704774,3.0
-34445.49398051347,4.0
-20423.32050738772,2.0
-31077.069872730077,1.0
-30915.137798743042,3.0
-30574.571932152412,1.0
-30278.036744140238,3.0
-24667.274217631053,2.0
-33262.79237358682,3.0
-22301.611990002,4.0
-20534.520158629693,3.0
-33512.67330883475,3.0
-21265.20070337548,3.0
-26477.293092620537,4.0
-21569.029237519317,1.0
-18060.533253600373,3.0
-19442.710291958014,1.0
-27212.387022032504,2.0
-31684.85323636262,4.0
-23795.734004014485,4.0
-32695.690974873032,2.0
-19892.899014722527,3.0
-26584.670964500125,4.0
-38361.85080080098,2.0
-16808.916134578903,2.0
-28264.843853956078,4.0
-28479.121417178852,1.0
-26901.78249169589,3.0
-31673.713474777775,1.0
-18212.52685651274,4.0
-29867.8813720719,3.0
-27561.749211633574,4.0
-27258.893500855982,1.0
-36035.64209525391,1.0
-26749.007937214676,4.0
-30198.83986145095,1.0
-22699.38700887473,2.0
-18033.20120335224,2.0
-24575.581924502592,1.0
-28709.1503486304,4.0
-27840.420572162308,4.0
-26472.362961364684,3.0
-32583.678299514828,3.0
-23030.67453651086,2.0
-17102.495146779678,4.0
-33347.469193636236,1.0
-30743.666280841986,3.0
-22515.67661631774,2.0
-20083.79859077849,4.0
-20179.048499516924,4.0
-17314.479853956254,4.0
-28129.410826722382,4.0
-34182.35521715491,4.0
-33576.02104051451,1.0
-24262.765154408073,1.0
-32216.805787107423,2.0
-36001.471523526554,3.0
-25227.074114904117,3.0
-21822.34292096349,1.0
-25984.673925497955,3.0
-36442.645383293915,4.0
-19063.61368632267,4.0
-23658.838930605933,4.0
-29690.33170852841,3.0
-33324.08045403542,3.0
-23072.920768207972,1.0
-20756.059596999585,2.0
-29321.114308771146,1.0
-35555.33581907152,1.0
-31376.508139189486,4.0
-33573.35651393343,2.0
-17055.221693945707,3.0
-29677.254355177625,3.0
-28071.583862376654,1.0
-19841.838484772492,1.0
-22335.203850593993,1.0
-31949.936719203506,3.0
-23705.872690763917,3.0
-26149.049220525307,4.0
-37521.16331024103,4.0
-27995.89737048132,4.0
-19610.963883983335,3.0
-37256.69816481565,1.0
-37948.879991481066,2.0
-17011.98138158725,3.0
-15199.166846745778,4.0
-20187.69058884018,1.0
-32481.96599572052,4.0
-19049.374342839103,1.0
-34241.46007040635,3.0
-29654.59115140133,3.0
-30047.873915081527,4.0
-23300.004983328752,1.0
-46316.40940273543,4.0
-31046.0969094982,1.0
-20354.76033760055,2.0
-26693.89581161893,4.0
-38076.0559519923,4.0
-21319.888719544368,4.0
-33563.61743745068,4.0
-34178.069260895805,2.0
-29310.286811370326,3.0
-20622.52540228251,2.0
-20024.93418519559,3.0
-28979.02730298216,4.0
-34404.45460355269,4.0
-20160.874385954306,4.0
-21463.59282774613,3.0
-17987.91808714386,3.0
-25057.080159431054,2.0
-23238.669208023384,1.0
-16065.65378510658,3.0
-16324.111143805836,4.0
-43624.56927088561,1.0
-17559.986069946866,4.0
-16393.712611012917,4.0
-37568.98715739096,3.0
-16996.320967432934,4.0
-29029.103930834182,3.0
-24560.09422834693,1.0
-21959.849136846846,2.0
-16376.839582982007,4.0
-24976.55672337921,1.0
-26711.40310030193,2.0
-18596.249387891847,2.0
-26433.455927123592,3.0
-40724.03036536537,1.0
-27461.466392141716,1.0
-25162.151595622086,3.0
-20195.935649851683,3.0
-26727.328807477068,2.0
-32705.130686749446,4.0
-33386.09072450847,1.0
-16720.689479139884,4.0
-21960.371052876842,3.0
-17532.941652860005,1.0
