sal_avg_lc1vs0_iate,school
-9513.222637004255,8.0
-9349.293195736622,10.0
-4058.4473319383533,10.0
-13327.397358745782,9.0
-2795.4446538236107,10.0
-5122.333873568321,10.0
-3119.002704632814,10.0
-4332.069156000227,9.0
-21262.861672225048,10.0
-984.8781735162906,12.0
-8493.509881976222,10.0
-6938.316765904692,9.0
-4883.7095847546,9.0
-5253.480508985378,9.0
-374.0206653624866,10.0
-6483.455364128824,10.0
-10549.22172831805,10.0
-6563.175372267879,8.0
-19789.52383785443,9.0
-3457.5589492878676,8.0
-14709.857492581239,10.0
-5772.762763671866,10.0
-4331.578456666606,8.0
-4248.588113030772,10.0
-11074.029993724704,10.0
-1601.9803741750657,12.0
-13849.02507245442,10.0
-5107.611310350421,9.0
-4087.3210545438837,12.0
544.8374280693383,12.0
-5372.222446589054,10.0
-3426.965964454421,12.0
-4715.491237914976,10.0
-10281.784853299785,9.0
-3650.6164803315983,8.0
-1340.6023296253918,9.0
-2297.381267799099,10.0
-5916.031685397796,10.0
-3677.0326745399543,12.0
-17085.34743070876,8.0
-4081.1446036816214,10.0
-21849.70478534106,9.0
-4670.244612803565,10.0
-7265.630455902802,9.0
-4136.103038934867,9.0
-4665.773283002163,10.0
-772.1119051960127,12.0
-1280.2304890467703,10.0
-11458.962607555373,10.0
-13999.491212898167,10.0
-5560.484453035747,8.0
-7241.466399271394,10.0
-7798.153064510587,9.0
-11983.928384394807,12.0
-4137.918357821405,10.0
-4020.2867639935157,12.0
-1283.0588670912439,10.0
-6500.485513826188,9.0
-13246.312250346666,10.0
-1681.4903384375143,10.0
-7000.425658280499,12.0
-12300.18658565263,10.0
-4765.791340128106,9.0
-1553.7581559798218,12.0
-3539.6048208689754,12.0
-2111.8377310044175,10.0
-4339.091480324526,9.0
-16565.223725541273,10.0
-20538.381279543974,10.0
883.7483588400612,12.0
14.915914707861248,10.0
-5621.0154831279015,10.0
-11649.463023053087,10.0
-11822.249357163855,8.0
-4922.013556863056,10.0
-5826.535394452257,8.0
-4136.539848117782,10.0
-6169.259721941997,9.0
-8121.707399347002,12.0
-4456.009565439326,10.0
-2659.835028649275,9.0
-2405.3079907805295,12.0
-8869.027991217246,12.0
-7089.700935000616,10.0
-10401.340893501718,10.0
-12897.961781745998,10.0
-9694.219732915035,10.0
-4039.24389345667,12.0
-2816.844450434426,9.0
-3234.0539972448278,10.0
-10816.225282454812,10.0
-12625.060229941739,8.0
-2756.765736514082,10.0
-1359.6645540776722,10.0
-1628.9007030021253,12.0
-6332.009762289664,9.0
-9751.881814556324,9.0
48.85369645740286,10.0
-10127.95061104236,12.0
-8445.012694981944,9.0
-7587.817802123413,9.0
-13974.630081638497,10.0
-2597.88370253436,10.0
-15365.274425858766,10.0
-6883.752579227993,9.0
-7761.238494949788,10.0
-631.692313560877,10.0
