sal_avg_lc1vs0_iate,school
-1148.7157186597578,12.0
-11718.244110317777,12.0
-5892.681274541947,10.0
-3159.035855673721,12.0
-1751.808869251292,10.0
-14193.708567088273,9.0
-404.4870568086899,12.0
-11742.488339004598,10.0
-5881.630399346828,10.0
-12180.579641292697,10.0
-536.9362103508895,10.0
-3442.1904670571057,12.0
-7844.9801106874775,8.0
-5198.832375801821,9.0
-8663.767338522612,12.0
-4981.931730344418,8.0
-1148.5483261860147,9.0
-3325.2095094030374,12.0
-5902.062608513038,10.0
-16177.091693922288,10.0
-7519.614909214412,9.0
-556.5006934991188,12.0
-502.1132889324456,10.0
-832.8669323597096,12.0
-803.0983859162379,10.0
-6019.253974394493,8.0
-13551.490419301335,9.0
-5500.502572842324,10.0
-13806.984967583532,10.0
-12211.104086067404,10.0
-2231.611684375832,12.0
-19386.204384970133,10.0
-17010.185955027173,10.0
-6148.911821069386,9.0
-1054.0891395394665,12.0
-5048.934768514678,12.0
785.1335286409288,10.0
-8657.448372004357,8.0
-3683.31145418231,9.0
-5387.808777099523,12.0
-18501.627354358832,8.0
-8623.227805993398,10.0
-22145.020420318942,10.0
-1598.632564380849,10.0
-3102.081324368286,10.0
-7039.304495392644,10.0
-9831.833507663154,12.0
-20976.008067299197,10.0
-19693.46331476747,10.0
-10404.19076796824,9.0
-14764.676652045948,10.0
-10467.251484857949,10.0
-15201.191261677857,9.0
-1177.9462121313961,10.0
-16260.942832224715,9.0
-1980.8578209797497,12.0
-9535.964416199002,10.0
-5042.727981268075,8.0
-12248.190463503648,10.0
-1769.6951995626523,12.0
-4936.104325880917,8.0
-2976.3769308420724,9.0
-16182.598340632365,9.0
-15531.459970847782,10.0
-16245.48708236116,9.0
-1877.3633152946459,12.0
-6122.207271352547,10.0
-12785.321249138417,10.0
-12885.10028796029,10.0
-14034.294173018814,10.0
-9932.48012280573,12.0
-3948.573725673653,8.0
-3634.114316724874,12.0
-12287.344805987404,8.0
-1708.6779421014035,10.0
-3671.3202733647213,12.0
-16949.866332791855,10.0
-10403.105992638044,9.0
-4323.101115311794,12.0
-4504.9642367962915,12.0
-3018.4783630622333,12.0
-3698.7518125174392,12.0
-816.5476910608546,10.0
-21769.191396688017,10.0
-11324.08890951542,9.0
-6401.482780364991,10.0
-4752.38850626986,8.0
-4126.334936248364,9.0
-10628.260960609432,10.0
-7171.7452618468415,10.0
-12146.348963870136,12.0
-10747.389091558198,10.0
-7521.124242711461,9.0
-8501.421397128128,12.0
-17050.116457490774,10.0
-5140.694081190669,8.0
-8618.673045810121,12.0
-15035.647590064265,9.0
-6333.332041881432,10.0
-3116.3179932125545,10.0
-3012.235524184305,12.0
-2446.7954755765813,10.0
-6019.723937528811,9.0
-6961.607885598831,12.0
-4768.01079606388,9.0
-3535.3967039300924,10.0
-15326.183152139649,9.0
-657.7451655403177,12.0
-9367.038798330732,9.0
-14893.887667154897,10.0
-4733.826482278972,10.0
-5461.704272678652,9.0
-18251.32926472604,10.0
-18906.95609758905,10.0
-2634.1253398391373,12.0
-6653.027314377929,12.0
-13488.268860463366,9.0
-4250.5456134920005,10.0
-5007.615114845649,12.0
-1287.6041199756428,10.0
-4514.517508549525,12.0
-3571.089184913337,10.0
-2448.3292691821534,12.0
-6065.6277993309,9.0
-3651.334230716143,9.0
-8799.96466501931,12.0
-16304.195988854284,9.0
-121.72854196432695,10.0
-5618.739763971915,10.0
-8854.136314929377,10.0
-557.9526696239868,10.0
-2297.7420145037286,12.0
-17339.549787912754,10.0
-13352.824113785047,12.0
-3448.903742245411,10.0
-1907.1285054987366,9.0
-13244.649515837507,8.0
-7800.505517260171,12.0
-5028.323372908599,9.0
-6481.8780047604,12.0
-4352.590748586853,9.0
-18665.00347379223,10.0
-10244.750443134664,9.0
-5128.580366361115,10.0
-14010.83803110088,10.0
-4418.263491939748,8.0
-14490.08777798789,10.0
-6122.166529895598,12.0
