sal_avg_lc1vs0_iate,region
-4984.466581442167,68.0
-56.33232408046294,7.0
-890.7201069562044,62.0
-5623.532942652185,33.0
-5396.959513890426,41.0
-6354.204723872523,25.0
-13081.173822566274,14.0
-3516.0683503919936,20.0
-13179.946094300196,45.0
-1402.111887458309,63.0
-5064.680268330811,24.0
-15142.039150547489,60.0
-12184.736648898743,36.0
-11721.258057564692,54.0
-3554.0336516271727,82.0
-2336.861100870028,60.0
-3087.4219225710094,78.0
-8116.2432350993,72.0
-4256.020004777762,7.0
-3166.2687227382416,34.0
-5083.098479900222,52.0
-7249.23949243726,9.0
-7654.06532204916,35.0
-5036.034121972741,33.0
-2927.630551073811,17.0
-1845.1371319304153,12.0
157.73924563196488,74.0
-1310.7774424573417,5.0
-3778.114919996483,48.0
-2314.6919275686764,33.0
-12962.884879629297,65.0
-3063.3670505006553,46.0
-20362.93180205993,69.0
-15476.810906670038,30.0
-7412.540871392797,22.0
-11445.4817573018,31.0
-2723.537583021282,30.0
-2675.113382706031,3.0
-4006.180352637507,1.0
-3638.164227558787,28.0
-1908.2944285240148,17.0
-9689.44098313031,55.0
-2557.6141537202516,84.0
-16016.323432450354,37.0
-9480.106396580892,59.0
-6308.70060340712,39.0
-979.3349252982788,6.0
-3821.86625847277,33.0
-10013.198275762868,16.0
-6690.749180257397,78.0
-13466.165737206347,65.0
-4166.463158603383,29.0
-6964.4907010308125,24.0
-5169.819878103173,54.0
-2257.698456489528,51.0
-13247.345947612273,56.0
-1294.5215235593957,14.0
-4270.438668968398,34.0
-5388.595103984488,4.0
-17338.561453190447,74.0
-8050.913766130761,68.0
-3428.049271649321,35.0
-5141.046663683173,17.0
-9916.177181186195,77.0
-4320.656988476179,33.0
-4407.522207813248,12.0
-2230.1933231354724,27.0
-2217.3322666341087,37.0
-2434.1966156409603,30.0
-1330.1147751756966,58.0
-5202.01330874447,37.0
-5142.564051904001,55.0
-51.97855476979419,72.0
-16293.842130432646,34.0
-6083.449440380389,59.0
-1697.25343347294,43.0
-5329.038740216331,21.0
-10995.475890302167,27.0
-1936.9311912179608,36.0
-7147.902861578558,47.0
-5789.560563698852,11.0
-3384.671202838756,11.0
-4309.145429733901,38.0
-18055.148318792264,67.0
-12295.465366261202,12.0
-3357.19115057234,10.0
-96.74307384329313,18.0
-55.195075779701824,82.0
-3596.129811822641,38.0
-4652.364577773318,42.0
-11656.608530933629,35.0
-6822.059793696726,6.0
-3062.0748199785485,30.0
-14704.139968614993,47.0
-22613.334951174358,8.0
-11681.714306483216,71.0
-2690.3288329071784,16.0
-145.76452319616396,79.0
-9534.153239810175,21.0
-8783.251104575227,23.0
-11848.243754399995,78.0
-6825.626377529971,19.0
-5914.429739644209,36.0
-18599.305977015687,19.0
-11797.69704427751,76.0
-11779.350052012393,85.0
-1228.1446893008183,72.0
-5070.627808423444,38.0
-2013.7771281006717,20.0
-4184.450382434787,77.0
-4429.6864817217875,23.0
-15704.460182145112,57.0
-17538.792802188327,56.0
-15469.449232276143,66.0
-6605.852942761047,78.0
-6822.916254011409,77.0
-2804.1733946980507,62.0
-14581.692431403178,78.0
-2898.8212567829805,30.0
-12532.896318914689,46.0
-9409.879074009155,54.0
-811.9519780444302,16.0
-6835.832320843379,52.0
-7881.885374983098,54.0
-4014.51886706782,28.0
-8848.296479403358,75.0
-4922.656449051392,21.0
-7944.978288549214,25.0
-3316.8892568799693,73.0
-15515.629607841507,63.0
-20928.29356987196,11.0
-10876.75302727928,74.0
-15384.926845707749,77.0
-2208.5393197414455,75.0
-4678.384697793139,16.0
-5325.263822532749,52.0
-20550.250884253855,34.0
-13565.75219235308,37.0
-13920.475668151383,3.0
-3002.2481816884783,83.0
-4031.360242911712,25.0
-8808.473852875815,25.0
-10102.307806520617,6.0
-5954.354116014114,66.0
-834.0120585124296,63.0
-8727.131418268325,5.0
-6971.425860202113,18.0
-18402.801206939468,33.0
-17242.613398071873,5.0
-14923.882998099945,64.0
-5249.849177096245,18.0
-6792.929377688577,60.0
-6525.790521230951,46.0
-15448.370582953497,31.0
-8992.764398352396,78.0
-7627.783594654473,18.0
-8520.930671184009,12.0
-563.6565441697792,5.0
-11149.090747767623,20.0
-17383.33206356701,84.0
-7822.022903112244,37.0
-2240.4664548704013,25.0
-6999.345498604252,21.0
854.0491751777743,54.0
-4172.757175669629,7.0
-4827.962497706101,41.0
-20328.306283338872,81.0
179.93305316258147,38.0
-7097.035159534633,67.0
-5106.777566478967,72.0
-4588.038865725402,41.0
-11884.863261997161,75.0
-6265.209999379702,63.0
-6140.08369161097,37.0
-9357.132773341014,2.0
-1077.826536331634,15.0
-10621.55989354778,46.0
-5028.928482106963,31.0
-7075.662948813217,19.0
-8751.812149945432,15.0
-3099.572125634313,9.0
-725.2681902015553,58.0
-4552.885596581118,81.0
-9775.89109350858,10.0
-8843.300149767407,2.0
-14507.234004725076,65.0
-5470.599287948854,36.0
-20249.100494719503,25.0
-7580.671063053527,69.0
-5677.719525156945,69.0
-2985.9782101468663,15.0
-4134.7772083505815,54.0
-10102.496198394962,2.0
-4030.7429259494365,26.0
-12751.77322724172,76.0
-3534.288840441952,14.0
-6909.004513306611,9.0
-1383.0933088536676,69.0
-4719.557733115279,29.0
-20228.16106050703,80.0
-20154.069960062836,41.0
-5407.687868960818,53.0
-9282.95195743583,31.0
-1685.250217339346,47.0
-8002.189413050947,36.0
-1505.1932702048962,55.0
-163.16732536677807,52.0
-3364.229114852491,37.0
-12382.37361101248,25.0
-785.2656016715882,40.0
-11640.281172512743,60.0
-11242.977710466548,52.0
-9273.244449386286,82.0
-3677.4248579031428,7.0
-6716.901219636151,61.0
-10287.62494700036,84.0
-11098.278693646747,54.0
-2152.3303372994674,46.0
-12967.934148519558,32.0
-7838.683888259627,38.0
-10298.123622814575,20.0
-3768.7738584967765,70.0
-5105.713567523015,2.0
-5395.137279406861,66.0
-5842.417922098266,15.0
-3478.2529983768636,52.0
-16469.919254384844,35.0
-5090.736711851043,47.0
-6412.188938437743,48.0
-2126.6436903543436,34.0
-18716.298248804593,16.0
-18466.448424001952,27.0
-12797.577331980196,38.0
-13327.799092772622,40.0
-4226.48565210552,33.0
-4804.748310744681,78.0
1194.0434589090628,51.0
-5720.665646142511,54.0
-3357.9227056011396,79.0
-13508.648013609101,78.0
-1349.949124080772,69.0
-5661.023288830347,34.0
-3564.0472339018606,64.0
-5505.9142218746665,38.0
-2140.7781373104817,76.0
-3790.634799141693,58.0
-6906.44641757707,49.0
-4191.590706482881,19.0
-217.50414105855532,3.0
-324.41535350222415,14.0
-13033.596202381646,42.0
-2802.519107376116,11.0
-11595.11009501226,21.0
-7061.107339875249,31.0
-4335.72016988378,23.0
-9068.693718997743,75.0
-6376.66007604625,32.0
-5077.695211014555,12.0
-1851.3693019395155,63.0
-5424.4691883584,28.0
-7440.315465169033,2.0
-466.8693287251146,51.0
-6076.861719903965,17.0
-15158.082681296473,25.0
-345.95486378612344,72.0
-4566.201747230993,29.0
-4279.3482583609275,64.0
259.81809726155825,41.0
-1072.0231667021505,64.0
-5737.331406914178,27.0
-6026.481655128591,31.0
-3107.448251953503,39.0
-3074.110684320556,59.0
-11671.155414348235,40.0
-5123.68720824641,66.0
-3733.6349694058517,15.0
-5090.046314249409,18.0
-5203.400546725426,35.0
-3704.2742463124423,42.0
-6210.3657462862575,79.0
-966.6440061212463,74.0
-9224.913670956228,16.0
-18670.561969752744,9.0
-13722.053139772594,8.0
-14444.355520263085,76.0
-8999.655458790148,1.0
-3843.3368207330836,54.0
-17227.20553377229,56.0
-10321.073220665112,8.0
-6285.268557401748,65.0
-13660.553946703414,80.0
-3921.7643673284892,73.0
-12904.248237718624,24.0
-15071.090992090803,61.0
-6644.231587323622,3.0
-1951.4879162243392,71.0
-1958.8129126163526,38.0
-1954.4318608914327,83.0
-956.7519150471429,42.0
-4764.9171441476265,50.0
-3156.6789735095304,81.0
-13636.844949685139,71.0
-5089.585021288244,30.0
-381.7548181805348,37.0
-16280.718068287491,73.0
-4190.076540213206,71.0
-4515.327060372218,48.0
-16278.173398129757,19.0
-6629.47827714448,81.0
-3943.02998980506,61.0
-9866.980877122072,77.0
-5617.872243598027,55.0
-15395.508036094403,14.0
-5511.373599534314,43.0
-11911.481664903362,16.0
-16546.239748728047,63.0
-9389.747995401636,21.0
-2490.5231286882854,51.0
-5290.953250762272,68.0
-1789.8325328669853,15.0
-8350.629791368507,4.0
-12565.851097279396,37.0
-3611.368895360155,57.0
-3160.4273083338785,39.0
-4092.3266513059507,78.0
-14305.763846117105,48.0
-329.2213287938325,23.0
-3641.7268438915235,56.0
-8604.512730170918,66.0
-1812.4775095178609,73.0
-18515.041897015977,8.0
-4339.651736362128,12.0
-14006.05656187819,78.0
-8249.95598623819,18.0
-3936.6379086953975,58.0
-3724.731200506798,39.0
-4839.155920789715,10.0
-8941.267333289972,14.0
-10027.808965388951,49.0
-1116.71500873662,78.0
-3096.2155559747735,36.0
-2746.056667030036,39.0
-10720.364400572635,83.0
-4473.279735240896,53.0
-14705.375014209052,40.0
-9730.080563925556,80.0
-6880.833047391678,3.0
-2419.6823100288384,73.0
-5873.957489049269,33.0
-5730.993447162774,11.0
-7084.483078169513,40.0
-1069.3471572078306,24.0
-2345.6753612049147,6.0
-3319.614481115165,35.0
-15521.48440904756,47.0
-16406.390510099987,54.0
-2767.2507136746426,45.0
-18705.528106170586,68.0
783.8205406733854,47.0
-2382.644354112683,85.0
-4313.4433853111605,76.0
-1563.4847888858576,39.0
-2858.161819833129,14.0
-6762.9230437351725,35.0
-12463.632193904386,72.0
-7638.508927584452,2.0
-17188.782326051616,9.0
-11369.334139864819,11.0
-4119.110626717642,40.0
-18992.844319271117,51.0
-4578.749643905232,45.0
-2579.9619890377708,49.0
-2965.9535570124826,79.0
-3855.2505830849577,68.0
-14958.292058565727,34.0
-4054.2127688174514,81.0
-8067.135801484128,7.0
-1006.2162749109616,74.0
-3836.3663616426747,58.0
-5634.116962650965,12.0
-18348.017186977784,59.0
-9342.519633761463,69.0
-5079.603196041396,62.0
-9184.157053538038,32.0
-6495.098039064706,60.0
-11251.926781849654,71.0
-3260.026322308975,16.0
-12543.555167161434,47.0
-2844.349662256397,10.0
-15563.392937498336,3.0
-4088.5696819064206,84.0
-13841.827821018853,53.0
-1109.3245971653341,61.0
-5299.953273290589,6.0
-3448.9450884103053,22.0
-945.2162192501019,53.0
-1258.2975223978383,27.0
-254.7807699873872,4.0
-11649.573455353053,13.0
-20649.850181952814,24.0
420.3932770595859,55.0
-3164.6208812525792,82.0
-8574.631855224217,33.0
-14767.521795574252,76.0
-5021.566986475803,35.0
-799.9948775184603,48.0
-5698.7920516817885,8.0
-3565.114789417295,59.0
-1901.6343314241003,3.0
-16762.88744233713,48.0
-12868.90106118521,12.0
-635.8986662509286,59.0
-6140.49064027278,14.0
-2127.5440853736654,84.0
-6572.773337574743,39.0
-5295.141076184427,7.0
-3377.5145524417067,32.0
-2407.924195593374,81.0
-6588.662780477195,65.0
-3455.426665905641,48.0
-371.2648867651071,69.0
-8556.520639013866,56.0
-2754.7909325634027,1.0
-2682.162488975035,47.0
-11796.55250178056,36.0
-13969.842588507105,78.0
-3927.7333350060276,27.0
-5255.988148959439,30.0
-2584.1351879408485,79.0
-6311.568973418753,24.0
-7912.399043235381,5.0
-17552.85976344372,44.0
-3418.994828319377,33.0
-6454.937226118989,35.0
-2172.3382869399557,49.0
-2416.0421988835387,38.0
-19453.16848930257,16.0
-15638.424688628531,61.0
-14245.456100122716,37.0
-9626.084246129867,43.0
-5763.039077636548,60.0
-8674.384727513097,60.0
-3102.233721785922,29.0
-11405.42128269627,41.0
-14384.035086786567,9.0
-6487.9891344629505,63.0
-4102.771674107284,18.0
-15275.907712442811,20.0
-14077.53188084977,53.0
-5949.318314520016,62.0
-19805.347139054753,31.0
-17846.1382040668,9.0
-15233.52430552722,85.0
-4811.730053179523,75.0
-10359.605493926145,15.0
-17919.722050939527,21.0
-7937.676237930586,67.0
-6009.10627520247,78.0
-15472.750588417177,42.0
-5945.986877815685,19.0
-3360.8295278863925,69.0
-6956.902628359112,12.0
-2046.7535187907233,58.0
-5368.296531277278,12.0
-3437.7596246061935,2.0
-10732.58486714787,32.0
-11359.55357283763,77.0
-3825.975209076196,61.0
-1336.984132399859,73.0
-5615.322207070289,24.0
-13205.616897701198,19.0
-5290.836014980233,68.0
-15153.633203338135,62.0
-3655.175989096482,17.0
-16169.361967732739,39.0
-15135.510108805789,45.0
-4771.949467961926,6.0
-3028.49186554453,77.0
-12971.791516916333,35.0
-3309.571277842746,68.0
-3918.672717957137,34.0
-11583.469804231587,83.0
-1922.571881933083,7.0
-14188.265867126858,13.0
-2652.057164398162,55.0
-7379.305587682102,75.0
-6981.443527807854,59.0
-1247.4708126816722,56.0
-2872.3175539031263,69.0
-3414.2761412685377,74.0
-1695.5036930652723,6.0
-5679.082997104733,61.0
-14698.484170428215,48.0
-13660.97192894674,7.0
-21740.211177806133,63.0
-7266.30183218813,30.0
-16573.189335640956,18.0
-15184.438251208678,82.0
-1924.479115125827,31.0
-3799.1964429037303,37.0
-4820.368538620205,61.0
-4441.810448074272,31.0
-7166.968812804067,42.0
-1386.950209484728,56.0
-8019.9972090893025,26.0
-6678.868957928273,60.0
-5086.2480135972855,41.0
-12302.1077584791,31.0
-6190.457907944236,10.0
-1554.9492896951324,22.0
-19549.70274312613,3.0
-5213.83429529597,19.0
-12520.036304014453,50.0
-10279.804662293853,24.0
-6404.71208967454,45.0
-5811.952877499436,67.0
-6622.333483545703,82.0
-19803.051719232488,37.0
-3486.0685416798015,44.0
-4205.009179847082,69.0
-6620.442156486022,35.0
-1496.87620306619,85.0
-428.16194328144957,57.0
-2973.5224194168277,71.0
-8721.083702069336,59.0
-5757.828312046533,23.0
-4691.857219136407,78.0
-9513.222637004254,13.0
-9349.293195736622,41.0
-4058.4473319383524,30.0
-13327.397358745784,80.0
-2795.4446538236125,40.0
-5122.333873568317,43.0
-3119.0027046328128,77.0
-4332.069156000227,50.0
-21262.861672225048,50.0
-984.8781735162906,10.0
-8493.509881976224,22.0
-6938.31676590469,22.0
-4883.7095847546,65.0
-5253.480508985378,64.0
-374.0206653624854,32.0
-6483.45536412882,43.0
-10549.221728318049,59.0
-6563.175372267879,70.0
-19789.52383785443,12.0
-3457.5589492878685,16.0
-14709.85749258124,66.0
-5772.762763671864,2.0
-4331.578456666605,56.0
-4248.588113030772,66.0
-11074.029993724705,14.0
-1601.9803741750657,21.0
-13849.02507245442,61.0
-5107.611310350419,44.0
-4087.3210545438824,5.0
544.8374280693384,47.0
-5372.222446589054,70.0
-3426.965964454417,7.0
-4715.491237914975,44.0
-10281.784853299785,45.0
-3650.6164803315983,35.0
-1340.6023296253916,77.0
-2297.381267799101,51.0
-5916.031685397796,24.0
-3677.0326745399525,42.0
-17085.34743070876,24.0
-4081.1446036816214,22.0
-21849.70478534106,17.0
-4670.244612803564,53.0
-7265.630455902802,57.0
-4136.103038934868,49.0
-4665.773283002165,9.0
-772.1119051960138,34.0
-1280.23048904677,65.0
-11458.962607555373,50.0
-13999.491212898169,5.0
-5560.484453035747,36.0
-7241.466399271393,23.0
-7798.153064510587,43.0
-11983.928384394807,37.0
-4137.918357821405,29.0
-4020.286763993514,18.0
-1283.0588670912432,13.0
-6500.485513826187,68.0
-13246.312250346666,76.0
-1681.4903384375148,25.0
-7000.425658280499,83.0
-12300.186585652627,44.0
-4765.791340128107,41.0
-1553.7581559798227,33.0
-3539.6048208689754,69.0
-2111.837731004418,73.0
-4339.091480324525,26.0
-16565.223725541273,56.0
-20538.381279543974,26.0
883.7483588400615,34.0
14.915914707861248,11.0
-5621.015483127903,14.0
-11649.463023053087,38.0
-11822.249357163855,2.0
-4922.013556863054,78.0
-5826.535394452258,74.0
-4136.539848117782,71.0
-6169.259721941998,26.0
-8121.707399347008,41.0
-4456.009565439324,83.0
-2659.835028649274,57.0
-2405.3079907805304,58.0
-8869.027991217248,10.0
-7089.700935000614,3.0
-10401.340893501718,33.0
-12897.961781745998,30.0
-9694.219732915037,79.0
-4039.24389345667,51.0
-2816.844450434426,62.0
-3234.0539972448278,65.0
-10816.225282454816,49.0
-12625.06022994174,10.0
-2756.7657365140813,55.0
-1359.6645540776713,27.0
-1628.9007030021235,49.0
-6332.009762289664,44.0
-9751.881814556322,41.0
48.85369645740343,67.0
-10127.950611042363,58.0
-8445.012694981946,13.0
-7587.817802123413,26.0
-13974.630081638497,48.0
-2597.88370253436,18.0
-15365.274425858766,46.0
-6883.752579227996,76.0
-7761.23849494979,43.0
